MASS        E           DATA        ERR-S
102.        2.1         0.215564    0.00929484
102.        2.3         0.197306    0.00911344
102.        2.5         0.168783    0.00858301
102.        2.7         0.118684    0.00733074
102.        2.9         0.106688    0.00715105
102.        3.1         0.0894892   0.0066857
102.        3.3         0.0647804   0.00578362
102.        3.5         0.0554569   0.00542009
102.        3.7         0.0489303   0.00519744
102.        3.9         0.0346662   0.0043844
102.        4.1         0.0329488   0.00455877
102.        4.3         0.02899     0.00423153
102.        4.5         0.0272861   0.00416533
102.        4.7         0.0259425   0.00423798
102.        4.9         0.0173285   0.00341057
102.        5.1         0.0127834   0.00300534
102.        5.3         0.0115379   0.00293571
102.        5.5         0.010695    0.00291272
102.        5.7         0.0102823   0.0027821
102.        5.9         0.00525362  0.00201064
102.        6.1         0.00384954  0.0017309
102.        6.3         0.00451976  0.00206142
102.        6.5         0.          0.
102.        6.7         0.00553269  0.00227212
102.        6.9         0.00406169  0.00183299
102.        7.1         0.          0.
102.        7.3         0.          0.
102.        7.5         0.          0.
102.        7.7         0.00425455  0.00216151
102.        7.9         0.          0.
102.        8.1         0.00265887  0.00154047
102.        8.3         0.          0.
102.        8.5         0.          0.
102.        8.7         0.          0.
102.        8.9         0.00425583  0.00247967
102.        9.1         0.          0.
102.        9.3         0.          0.
102.        9.5         0.          0.
102.        9.7         0.          0.
102.        9.9         0.          0.
102.        10.1        0.          0.
102.        10.3        0.          0.
102.        10.5        0.          0.
102.        10.7        0.          0.
102.        10.9        0.          0.
102.        11.1        0.          0.
102.        11.3        0.          0.
102.        11.5        0.          0.
102.        11.7        0.          0.
102.        11.9        0.          0.
102.        12.1        0.          0.
102.        12.3        0.          0.
102.        12.5        0.          0.
102.        12.7        0.          0.
102.        12.9        0.          0.
102.        13.1        0.          0.
102.        13.3        0.          0.
102.        13.5        0.          0.
102.        13.7        0.          0.
102.        13.9        0.          0.
102.        14.1        0.          0.
102.        14.3        0.          0.
102.        14.5        0.          0.
102.        14.7        0.          0.
102.        14.9        0.          0.
103.        0.1         0.451848    0.0113028
103.        0.3         0.83153     0.0140503
103.        0.5         0.850968    0.0141718
103.        0.7         0.763366    0.0136429
103.        0.9         0.65062     0.0128416
103.        1.1         0.567597    0.0122131
103.        1.3         0.481111    0.0115071
103.        1.5         0.402268    0.0107425
103.        1.7         0.326817    0.00995588
103.        1.9         0.275211    0.009276
103.        2.1         0.239792    0.00889319
103.        2.3         0.211028    0.00843343
103.        2.5         0.158485    0.00752257
103.        2.7         0.132164    0.00703752
103.        2.9         0.0976463   0.0061148
103.        3.1         0.0889734   0.0060459
103.        3.3         0.0792404   0.00583557
103.        3.5         0.0706351   0.00565478
103.        3.7         0.0531875   0.0050238
103.        3.9         0.0499827   0.00488113
103.        4.1         0.028425    0.00372237
103.        4.3         0.0315521   0.00409078
103.        4.5         0.0174622   0.00306928
103.        4.7         0.0213647   0.00349268
103.        4.9         0.018163    0.00328431
103.        5.1         0.00934047  0.00231702
103.        5.3         0.0136779   0.002911
103.        5.5         0.0121252   0.00276177
103.        5.7         0.00401708  0.00158094
103.        5.9         0.00548435  0.00195864
103.        6.1         0.00356878  0.00150548
103.        6.3         0.00655061  0.00209075
103.        6.5         0.00904318  0.00253056
103.        6.7         0.00475956  0.00199104
103.        6.9         0.00197965  0.00116269
103.        7.1         0.00305381  0.001549
103.        7.3         0.          0.
103.        7.5         0.          0.
103.        7.7         0.          0.
103.        7.9         0.          0.
103.        8.1         0.          0.
103.        8.3         0.          0.
103.        8.5         0.          0.
103.        8.7         0.          0.
103.        8.9         0.          0.
103.        9.1         0.          0.
103.        9.3         0.          0.
103.        9.5         0.          0.
103.        9.7         0.          0.
103.        9.9         0.          0.
103.        10.1        0.          0.
103.        10.3        0.          0.
103.        10.5        0.          0.
103.        10.7        0.          0.
103.        10.9        0.          0.
103.        11.1        0.          0.
103.        11.3        0.          0.
103.        11.5        0.          0.
103.        11.7        0.          0.
103.        11.9        0.          0.
103.        12.1        0.          0.
103.        12.3        0.          0.
103.        12.5        0.          0.
103.        12.7        0.          0.
103.        12.9        0.          0.
103.        13.1        0.          0.
103.        13.3        0.          0.
103.        13.5        0.          0.
103.        13.7        0.          0.
103.        13.9        0.          0.
103.        14.1        0.          0.
103.        14.3        0.          0.
103.        14.5        0.          0.
103.        14.7        0.          0.
103.        14.9        0.          0.
104.        0.1         0.424073    0.00994342
104.        0.3         0.796854    0.012446
104.        0.5         0.852212    0.0128373
104.        0.7         0.757967    0.0122971
104.        0.9         0.656959    0.0116732
104.        1.1         0.576629    0.0111666
104.        1.3         0.484823    0.0104615
104.        1.5         0.40285     0.00975141
104.        1.7         0.348049    0.00927439
104.        1.9         0.276754    0.00841455
104.        2.1         0.237217    0.00797974
104.        2.3         0.19716     0.00745205
104.        2.5         0.169939    0.00704896
104.        2.7         0.1279      0.00623248
104.        2.9         0.114865    0.00608639
104.        3.1         0.093714    0.00565435
104.        3.3         0.081047    0.00531549
104.        3.5         0.0613907   0.00472107
104.        3.7         0.0488272   0.00420088
104.        3.9         0.0553478   0.00465138
104.        4.1         0.03702     0.00387184
104.        4.3         0.0318331   0.00364649
104.        4.5         0.0254237   0.00339185
104.        4.7         0.0221709   0.0032297
104.        4.9         0.0162138   0.00276579
104.        5.1         0.0135994   0.00252183
104.        5.3         0.00945333  0.00209829
104.        5.5         0.00578663  0.0017088
104.        5.7         0.00614471  0.00174726
104.        5.9         0.00676344  0.00183518
104.        6.1         0.00410114  0.00147801
104.        6.3         0.00778815  0.00210525
104.        6.5         0.00692336  0.00203256
104.        6.7         0.00266976  0.00120808
104.        6.9         0.00315991  0.00143945
104.        7.1         0.00270646  0.00139836
104.        7.3         0.0043744   0.0018013
104.        7.5         0.          0.
104.        7.7         0.00214006  0.00125547
104.        7.9         0.          0.
104.        8.1         0.          0.
104.        8.3         0.00214231  0.00124413
104.        8.5         0.00369084  0.0018688
104.        8.7         0.00282845  0.00141938
104.        8.9         0.          0.
104.        9.1         0.          0.
104.        9.3         0.          0.
104.        9.5         0.          0.
104.        9.7         0.          0.
104.        9.9         0.          0.
104.        10.1        0.          0.
104.        10.3        0.          0.
104.        10.5        0.          0.
104.        10.7        0.          0.
104.        10.9        0.          0.
104.        11.1        0.          0.
104.        11.3        0.          0.
104.        11.5        0.          0.
104.        11.7        0.          0.
104.        11.9        0.          0.
104.        12.1        0.          0.
104.        12.3        0.          0.
104.        12.5        0.          0.
104.        12.7        0.          0.
104.        12.9        0.          0.
104.        13.1        0.          0.
104.        13.3        0.          0.
104.        13.5        0.          0.
104.        13.7        0.          0.
104.        13.9        0.          0.
104.        14.1        0.          0.
104.        14.3        0.          0.
104.        14.5        0.          0.
104.        14.7        0.          0.
104.        14.9        0.          0.
105.        0.1         0.428063    0.00912559
105.        0.3         0.792686    0.0113418
105.        0.5         0.803387    0.0113807
105.        0.7         0.742996    0.0111035
105.        0.9         0.644419    0.0105363
105.        1.1         0.55796     0.0100088
105.        1.3         0.493456    0.00963657
105.        1.5         0.393337    0.00876622
105.        1.7         0.363224    0.00863218
105.        1.9         0.288548    0.00784196
105.        2.1         0.247356    0.00742987
105.        2.3         0.205898    0.00697208
105.        2.5         0.17326     0.00646086
105.        2.7         0.138387    0.00590959
105.        2.9         0.111225    0.00544437
105.        3.1         0.102037    0.00532641
105.        3.3         0.0781804   0.00478092
105.        3.5         0.070059    0.00460686
105.        3.7         0.0541546   0.0040905
105.        3.9         0.0422675   0.00367206
105.        4.1         0.0396952   0.0036675
105.        4.3         0.0374795   0.0036146
105.        4.5         0.0280376   0.00316765
105.        4.7         0.0218314   0.00290281
105.        4.9         0.0221056   0.00294594
105.        5.1         0.0168398   0.00264929
105.        5.3         0.011083    0.00211453
105.        5.5         0.0111216   0.00218733
105.        5.7         0.00831037  0.0019161
105.        5.9         0.0065517   0.00166108
105.        6.1         0.00457903  0.00142521
105.        6.3         0.00499173  0.00152759
105.        6.5         0.00419817  0.00142505
105.        6.7         0.00469258  0.00149696
105.        6.9         0.00282147  0.00128963
105.        7.1         0.00281565  0.0011715
105.        7.3         0.00328654  0.00135679
105.        7.5         0.00231894  0.00117829
105.        7.7         0.00666124  0.00204348
105.        7.9         0.00246563  0.0012701
105.        8.1         0.00202732  0.00103641
105.        8.3         0.          0.
105.        8.5         0.          0.
105.        8.7         0.          0.
105.        8.9         0.          0.
105.        9.1         0.          0.
105.        9.3         0.          0.
105.        9.5         0.          0.
105.        9.7         0.          0.
105.        9.9         0.          0.
105.        10.1        0.          0.
105.        10.3        0.          0.
105.        10.5        0.          0.
105.        10.7        0.          0.
105.        10.9        0.          0.
105.        11.1        0.          0.
105.        11.3        0.          0.
105.        11.5        0.          0.
105.        11.7        0.          0.
105.        11.9        0.          0.
105.        12.1        0.          0.
105.        12.3        0.          0.
105.        12.5        0.          0.
105.        12.7        0.          0.
105.        12.9        0.          0.
105.        13.1        0.          0.
105.        13.3        0.          0.
105.        13.5        0.          0.
105.        13.7        0.          0.
105.        13.9        0.          0.
105.        14.1        0.          0.
105.        14.3        0.          0.
105.        14.5        0.          0.
105.        14.7        0.          0.
105.        14.9        0.          0.
106.        0.1         0.435973    0.00844264
106.        0.3         0.786447    0.0104017
106.        0.5         0.795162    0.0104288
106.        0.7         0.735884    0.0101748
106.        0.9         0.651062    0.00974986
106.        1.1         0.554253    0.00919973
106.        1.3         0.482235    0.00875538
106.        1.5         0.39518     0.00808122
106.        1.7         0.355117    0.00784381
106.        1.9         0.286034    0.00718483
106.        2.1         0.246693    0.00684549
106.        2.3         0.205962    0.0063875
106.        2.5         0.171281    0.00595153
106.        2.7         0.143712    0.005532
106.        2.9         0.123923    0.00525146
106.        3.1         0.100412    0.00485686
106.        3.3         0.0804615   0.0044752
106.        3.5         0.0636204   0.00404854
106.        3.7         0.052232    0.00375051
106.        3.9         0.0468396   0.0035744
106.        4.1         0.041042    0.00343031
106.        4.3         0.0374207   0.00330944
106.        4.5         0.033688    0.00320722
106.        4.7         0.0195487   0.00245653
106.        4.9         0.02249     0.0027024
106.        5.1         0.0224097   0.0027468
106.        5.3         0.0150977   0.00234591
106.        5.5         0.00710381  0.00154874
106.        5.7         0.00916336  0.00182101
106.        5.9         0.0083483   0.00178232
106.        6.1         0.007591    0.00167994
106.        6.3         0.00431966  0.00133338
106.        6.5         0.00418864  0.00135856
106.        6.7         0.00386853  0.00132272
106.        6.9         0.00614793  0.00166991
106.        7.1         0.00578968  0.00170174
106.        7.3         0.00453568  0.00145226
106.        7.5         0.0027668   0.00114963
106.        7.7         0.00181911  0.00105836
106.        7.9         0.          0.
106.        8.1         0.00162872  0.000948072
106.        8.3         0.00171719  0.00101261
106.        8.5         0.          0.
106.        8.7         0.          0.
106.        8.9         0.          0.
106.        9.1         0.00187886  0.00112001
106.        9.3         0.00215308  0.00108812
106.        9.5         0.          0.
106.        9.7         0.          0.
106.        9.9         0.          0.
106.        10.1        0.          0.
106.        10.3        0.          0.
106.        10.5        0.          0.
106.        10.7        0.          0.
106.        10.9        0.          0.
106.        11.1        0.          0.
106.        11.3        0.          0.
106.        11.5        0.          0.
106.        11.7        0.          0.
106.        11.9        0.          0.
106.        12.1        0.          0.
106.        12.3        0.          0.
106.        12.5        0.          0.
106.        12.7        0.          0.
106.        12.9        0.          0.
106.        13.1        0.          0.
106.        13.3        0.          0.
106.        13.5        0.          0.
106.        13.7        0.          0.
106.        13.9        0.          0.
106.        14.1        0.          0.
106.        14.3        0.          0.
106.        14.5        0.          0.
106.        14.7        0.          0.
106.        14.9        0.          0.
107.        0.1         0.406946    0.0077575
107.        0.3         0.740909    0.00950694
107.        0.5         0.790249    0.00974052
107.        0.7         0.731733    0.0095014
107.        0.9         0.643223    0.00908255
107.        1.1         0.564322    0.00868409
107.        1.3         0.495589    0.00831321
107.        1.5         0.414744    0.00777531
107.        1.7         0.349644    0.00730563
107.        1.9         0.299915    0.00690238
107.        2.1         0.238923    0.00629366
107.        2.3         0.210839    0.00603516
107.        2.5         0.170695    0.00555005
107.        2.7         0.151877    0.00532526
107.        2.9         0.114944    0.00478593
107.        3.1         0.10063     0.00454307
107.        3.3         0.0933008   0.00446504
107.        3.5         0.0747297   0.00406363
107.        3.7         0.0604353   0.00373971
107.        3.9         0.05119     0.0035103
107.        4.1         0.0456502   0.00340839
107.        4.3         0.0383954   0.00320696
107.        4.5         0.0339267   0.00302817
107.        4.7         0.0243651   0.00259678
107.        4.9         0.0194267   0.00232801
107.        5.1         0.0154524   0.00214671
107.        5.3         0.0154541   0.00218221
107.        5.5         0.0108513   0.00187831
107.        5.7         0.00987921  0.00182758
107.        5.9         0.00835298  0.00171378
107.        6.1         0.00706323  0.00153802
107.        6.3         0.00673762  0.00157786
107.        6.5         0.00570719  0.00150607
107.        6.7         0.00468136  0.00137542
107.        6.9         0.00480657  0.00135814
107.        7.1         0.00285416  0.00112
107.        7.3         0.00378215  0.00120737
107.        7.5         0.00385433  0.00123447
107.        7.7         0.00122997  0.000726666
107.        7.9         0.00192551  0.000876015
107.        8.1         0.          0.
107.        8.3         0.          0.
107.        8.5         0.          0.
107.        8.7         0.          0.
107.        8.9         0.00140617  0.000835888
107.        9.1         0.          0.
107.        9.3         0.          0.
107.        9.5         0.00261181  0.00133492
107.        9.7         0.          0.
107.        9.9         0.00224614  0.00130669
107.        10.1        0.          0.
107.        10.3        0.          0.
107.        10.5        0.          0.
107.        10.7        0.          0.
107.        10.9        0.          0.
107.        11.1        0.          0.
107.        11.3        0.          0.
107.        11.5        0.          0.
107.        11.7        0.          0.
107.        11.9        0.          0.
107.        12.1        0.          0.
107.        12.3        0.00333386  0.00167129
107.        12.5        0.          0.
107.        12.7        0.          0.
107.        12.9        0.          0.
107.        13.1        0.          0.
107.        13.3        0.          0.
107.        13.5        0.          0.
107.        13.7        0.          0.
107.        13.9        0.          0.
107.        14.1        0.          0.
107.        14.3        0.          0.
107.        14.5        0.          0.
107.        14.7        0.          0.
107.        14.9        0.          0.
108.        0.1         0.407035    0.00770058
108.        0.3         0.727588    0.00922599
108.        0.5         0.771374    0.00939839
108.        0.7         0.719294    0.00917977
108.        0.9         0.63254     0.00877161
108.        1.1         0.567759    0.00848854
108.        1.3         0.49133     0.00806239
108.        1.5         0.413731    0.00755943
108.        1.7         0.355831    0.00718741
108.        1.9         0.30544     0.00676854
108.        2.1         0.2613      0.00639582
108.        2.3         0.216549    0.00595029
108.        2.5         0.170255    0.00539
108.        2.7         0.144956    0.00507657
108.        2.9         0.124989    0.0048085
108.        3.1         0.104749    0.00450432
108.        3.3         0.0902255   0.00427252
108.        3.5         0.0751551   0.0039839
108.        3.7         0.0603007   0.00360968
108.        3.9         0.0474524   0.00326618
108.        4.1         0.0422265   0.00315303
108.        4.3         0.0381314   0.00303427
108.        4.5         0.0353912   0.00295543
108.        4.7         0.0210827   0.00238384
108.        4.9         0.0258937   0.0026663
108.        5.1         0.018174    0.00229629
108.        5.3         0.0149704   0.00209502
108.        5.5         0.0132317   0.00199523
108.        5.7         0.0149861   0.00217852
108.        5.9         0.00794907  0.00159975
108.        6.1         0.00548323  0.00132522
108.        6.3         0.00415599  0.00112708
108.        6.5         0.00811912  0.00175353
108.        6.7         0.0044126   0.00129461
108.        6.9         0.0069066   0.00157739
108.        7.1         0.00294241  0.00113611
108.        7.3         0.002264    0.000941004
108.        7.5         0.00204014  0.000840329
108.        7.7         0.00149038  0.000763747
108.        7.9         0.00339405  0.00122231
108.        8.1         0.0035823   0.00129368
108.        8.3         0.00127154  0.000761885
108.        8.5         0.0025212   0.00105012
108.        8.7         0.          0.
108.        8.9         0.00229338  0.00105906
108.        9.1         0.          0.
108.        9.3         0.00146373  0.000865775
108.        9.5         0.          0.
108.        9.7         0.          0.
108.        9.9         0.          0.
108.        10.1        0.00169541  0.000987622
108.        10.3        0.          0.
108.        10.5        0.          0.
108.        10.7        0.          0.
108.        10.9        0.          0.
108.        11.1        0.          0.
108.        11.3        0.          0.
108.        11.5        0.          0.
108.        11.7        0.          0.
108.        11.9        0.          0.
108.        12.1        0.          0.
108.        12.3        0.          0.
108.        12.5        0.          0.
108.        12.7        0.          0.
108.        12.9        0.          0.
108.        13.1        0.          0.
108.        13.3        0.          0.
108.        13.5        0.          0.
108.        13.7        0.          0.
108.        13.9        0.          0.
108.        14.1        0.          0.
108.        14.3        0.          0.
108.        14.5        0.          0.
108.        14.7        0.          0.
108.        14.9        0.          0.
109.        0.1         0.38385     0.0074603
109.        0.3         0.701599    0.00892624
109.        0.5         0.727292    0.00898
109.        0.7         0.699383    0.00891118
109.        0.9         0.634517    0.00863557
109.        1.1         0.549343    0.00818548
109.        1.3         0.481651    0.00783637
109.        1.5         0.430898    0.00756759
109.        1.7         0.363045    0.00709
109.        1.9         0.313959    0.00674228
109.        2.1         0.273401    0.00641467
109.        2.3         0.22169     0.00591722
109.        2.5         0.181933    0.00545133
109.        2.7         0.158573    0.00521966
109.        2.9         0.127232    0.00474553
109.        3.1         0.10645     0.00446959
109.        3.3         0.0926166   0.00429414
109.        3.5         0.0785701   0.00400507
109.        3.7         0.0710873   0.00389684
109.        3.9         0.0570853   0.00351353
109.        4.1         0.0555994   0.00356487
109.        4.3         0.0393936   0.00307422
109.        4.5         0.0364845   0.00301006
109.        4.7         0.0235985   0.00243039
109.        4.9         0.0271191   0.00268844
109.        5.1         0.022105    0.00247681
109.        5.3         0.0180557   0.00224883
109.        5.5         0.0165162   0.0021968
109.        5.7         0.0142637   0.00207055
109.        5.9         0.0112558   0.001883
109.        6.1         0.00874126  0.001653
109.        6.3         0.0071924   0.00150086
109.        6.5         0.00632921  0.00144345
109.        6.7         0.00500353  0.00132109
109.        6.9         0.00392817  0.00116553
109.        7.1         0.00437945  0.00124924
109.        7.3         0.00369652  0.00113317
109.        7.5         0.00239119  0.000918826
109.        7.7         0.0037781   0.00122271
109.        7.9         0.00123163  0.000737649
109.        8.1         0.001967    0.000891608
109.        8.3         0.00160187  0.000816994
109.        8.5         0.00183686  0.000933744
109.        8.7         0.          0.
109.        8.9         0.00202956  0.000935212
109.        9.1         0.          0.
109.        9.3         0.          0.
109.        9.5         0.          0.
109.        9.7         0.          0.
109.        9.9         0.00204785  0.00105522
109.        10.1        0.00149498  0.000885335
109.        10.3        0.          0.
109.        10.5        0.          0.
109.        10.7        0.          0.
109.        10.9        0.          0.
109.        11.1        0.          0.
109.        11.3        0.          0.
109.        11.5        0.          0.
109.        11.7        0.          0.
109.        11.9        0.          0.
109.        12.1        0.          0.
109.        12.3        0.          0.
109.        12.5        0.          0.
109.        12.7        0.          0.
109.        12.9        0.          0.
109.        13.1        0.          0.
109.        13.3        0.          0.
109.        13.5        0.          0.
109.        13.7        0.          0.
109.        13.9        0.          0.
109.        14.1        0.          0.
109.        14.3        0.          0.
109.        14.5        0.          0.
109.        14.7        0.          0.
109.        14.9        0.          0.
110.        0.1         0.361544    0.00738123
110.        0.3         0.670934    0.00871694
110.        0.5         0.726735    0.00894158
110.        0.7         0.689306    0.00880256
110.        0.9         0.628587    0.00854664
110.        1.1         0.561348    0.00824488
110.        1.3         0.485799    0.00782767
110.        1.5         0.413569    0.00737203
110.        1.7         0.36997     0.00711668
110.        1.9         0.307764    0.00664211
110.        2.1         0.265259    0.00628858
110.        2.3         0.229204    0.00596867
110.        2.5         0.187993    0.00550769
110.        2.7         0.168336    0.00530445
110.        2.9         0.137495    0.00493813
110.        3.1         0.114816    0.00458768
110.        3.3         0.103251    0.00446346
110.        3.5         0.0901768   0.00425824
110.        3.7         0.0735477   0.00389122
110.        3.9         0.0615565   0.00369237
110.        4.1         0.0449296   0.0032135
110.        4.3         0.0469746   0.00331314
110.        4.5         0.032296    0.00277209
110.        4.7         0.0318366   0.00281608
110.        4.9         0.0196171   0.00220045
110.        5.1         0.0178578   0.00220121
110.        5.3         0.0214864   0.00245633
110.        5.5         0.0133479   0.00194485
110.        5.7         0.0206459   0.00242103
110.        5.9         0.0130395   0.00198516
110.        6.1         0.00826278  0.00162563
110.        6.3         0.00905601  0.00175121
110.        6.5         0.00774095  0.00160964
110.        6.7         0.0062874   0.00146504
110.        6.9         0.00385265  0.00114121
110.        7.1         0.00451192  0.00126327
110.        7.3         0.00425746  0.00125589
110.        7.5         0.00430065  0.00134402
110.        7.7         0.00352046  0.00112166
110.        7.9         0.0013849   0.000706658
110.        8.1         0.00254366  0.000972241
110.        8.3         0.00247479  0.00105128
110.        8.5         0.          0.
110.        8.7         0.00197539  0.000889897
110.        8.9         0.          0.
110.        9.1         0.00170972  0.00087329
110.        9.3         0.00142248  0.000860515
110.        9.5         0.          0.
110.        9.7         0.          0.
110.        9.9         0.          0.
110.        10.1        0.          0.
110.        10.3        0.          0.
110.        10.5        0.          0.
110.        10.7        0.          0.
110.        10.9        0.          0.
110.        11.1        0.          0.
110.        11.3        0.          0.
110.        11.5        0.          0.
110.        11.7        0.          0.
110.        11.9        0.          0.
110.        12.1        0.          0.
110.        12.3        0.          0.
110.        12.5        0.          0.
110.        12.7        0.0029721   0.00150289
110.        12.9        0.          0.
110.        13.1        0.          0.
110.        13.3        0.          0.
110.        13.5        0.          0.
110.        13.7        0.          0.
110.        13.9        0.          0.
110.        14.1        0.          0.
110.        14.3        0.          0.
110.        14.5        0.          0.
110.        14.7        0.          0.
110.        14.9        0.          0.
111.        0.1         0.357841    0.00731911
111.        0.3         0.669463    0.00869934
111.        0.5         0.716975    0.00886006
111.        0.7         0.670875    0.00866179
111.        0.9         0.607465    0.00838551
111.        1.1         0.54768     0.00811449
111.        1.3         0.488488    0.00782726
111.        1.5         0.431577    0.00751562
111.        1.7         0.372058    0.00710442
111.        1.9         0.324069    0.00676819
111.        2.1         0.26503     0.00626818
111.        2.3         0.225206    0.00589439
111.        2.5         0.193065    0.00559212
111.        2.7         0.166975    0.00529199
111.        2.9         0.138659    0.00490797
111.        3.1         0.122112    0.00471224
111.        3.3         0.097948    0.0042987
111.        3.5         0.0926433   0.00429595
111.        3.7         0.0713177   0.00380836
111.        3.9         0.0661949   0.00378638
111.        4.1         0.0577877   0.00365371
111.        4.3         0.0442052   0.00319858
111.        4.5         0.0373634   0.00298652
111.        4.7         0.0314534   0.00276237
111.        4.9         0.0237219   0.00244946
111.        5.1         0.0224727   0.00243803
111.        5.3         0.0195929   0.00228215
111.        5.5         0.0168469   0.00218444
111.        5.7         0.0132337   0.00195167
111.        5.9         0.0110681   0.00180052
111.        6.1         0.00822035  0.00159317
111.        6.3         0.00678963  0.00145484
111.        6.5         0.00815445  0.00165299
111.        6.7         0.00509966  0.00130116
111.        6.9         0.00379703  0.00118214
111.        7.1         0.00387531  0.00114341
111.        7.3         0.00348247  0.00106458
111.        7.5         0.00272405  0.00099073
111.        7.7         0.00428692  0.00132207
111.        7.9         0.00351978  0.00113338
111.        8.1         0.00374625  0.00119912
111.        8.3         0.00204337  0.000932655
111.        8.5         0.          0.
111.        8.7         0.00274283  0.00113484
111.        8.9         0.00108473  0.000634505
111.        9.1         0.00304585  0.00116845
111.        9.3         0.00308859  0.00130324
111.        9.5         0.00133281  0.000782865
111.        9.7         0.          0.
111.        9.9         0.          0.
111.        10.1        0.          0.
111.        10.3        0.          0.
111.        10.5        0.          0.
111.        10.7        0.          0.
111.        10.9        0.          0.
111.        11.1        0.          0.
111.        11.3        0.          0.
111.        11.5        0.          0.
111.        11.7        0.          0.
111.        11.9        0.          0.
111.        12.1        0.          0.
111.        12.3        0.          0.
111.        12.5        0.          0.
111.        12.7        0.          0.
111.        12.9        0.          0.
111.        13.1        0.          0.
111.        13.3        0.          0.
111.        13.5        0.          0.
111.        13.7        0.          0.
111.        13.9        0.          0.
111.        14.1        0.          0.
111.        14.3        0.          0.
111.        14.5        0.          0.
111.        14.7        0.          0.
111.        14.9        0.          0.
112.        0.1         0.337826    0.00727957
112.        0.3         0.659391    0.00868451
112.        0.5         0.701048    0.00880309
112.        0.7         0.670692    0.00869031
112.        0.9         0.603973    0.00839317
112.        1.1         0.547187    0.00813411
112.        1.3         0.488156    0.00784801
112.        1.5         0.4438      0.00763913
112.        1.7         0.375735    0.00717571
112.        1.9         0.327191    0.00682817
112.        2.1         0.269497    0.006342
112.        2.3         0.236725    0.00606897
112.        2.5         0.199409    0.00567078
112.        2.7         0.164751    0.0052947
112.        2.9         0.139534    0.00495675
112.        3.1         0.118484    0.00466962
112.        3.3         0.100976    0.00438868
112.        3.5         0.0937378   0.00433094
112.        3.7         0.0726677   0.00388384
112.        3.9         0.0607158   0.00365864
112.        4.1         0.0532282   0.00343944
112.        4.3         0.0456063   0.00324688
112.        4.5         0.0393492   0.0030818
112.        4.7         0.0320061   0.00281986
112.        4.9         0.0312405   0.00283555
112.        5.1         0.0234058   0.00245582
112.        5.3         0.023045    0.00254232
112.        5.5         0.0189964   0.00232782
112.        5.7         0.0142278   0.00204248
112.        5.9         0.0130073   0.0019907
112.        6.1         0.0119566   0.00190793
112.        6.3         0.00813963  0.00166261
112.        6.5         0.00721576  0.00151523
112.        6.7         0.00553157  0.00137291
112.        6.9         0.00638461  0.00149677
112.        7.1         0.00481285  0.00137455
112.        7.3         0.0039468   0.00115968
112.        7.5         0.00357775  0.00116225
112.        7.7         0.0045074   0.00132683
112.        7.9         0.00222464  0.000927683
112.        8.1         0.00149853  0.000794599
112.        8.3         0.00165407  0.000867725
112.        8.5         0.0020455   0.000938287
112.        8.7         0.00204969  0.000939651
112.        8.9         0.          0.
112.        9.1         0.00173598  0.000894508
112.        9.3         0.          0.
112.        9.5         0.          0.
112.        9.7         0.          0.
112.        9.9         0.00186936  0.00111593
112.        10.1        0.00205438  0.00120129
112.        10.3        0.00194326  0.000988336
112.        10.5        0.          0.
112.        10.7        0.          0.
112.        10.9        0.          0.
112.        11.1        0.          0.
112.        11.3        0.          0.
112.        11.5        0.          0.
112.        11.7        0.          0.
112.        11.9        0.00191363  0.00111323
112.        12.1        0.          0.
112.        12.3        0.          0.
112.        12.5        0.          0.
112.        12.7        0.          0.
112.        12.9        0.          0.
112.        13.1        0.          0.
112.        13.3        0.          0.
112.        13.5        0.          0.
112.        13.7        0.          0.
112.        13.9        0.          0.
112.        14.1        0.          0.
112.        14.3        0.          0.
112.        14.5        0.          0.
112.        14.7        0.          0.
112.        14.9        0.          0.
113.        0.1         0.336477    0.00737816
113.        0.3         0.651097    0.00876141
113.        0.5         0.70033     0.00891441
113.        0.7         0.65985     0.00871644
113.        0.9         0.600875    0.00846781
113.        1.1         0.541376    0.00818875
113.        1.3         0.488139    0.00792937
113.        1.5         0.424694    0.00755077
113.        1.7         0.375228    0.0072542
113.        1.9         0.317948    0.0067982
113.        2.1         0.27721     0.00650641
113.        2.3         0.236481    0.00611215
113.        2.5         0.192786    0.0056536
113.        2.7         0.174408    0.00548192
113.        2.9         0.149798    0.00518667
113.        3.1         0.124175    0.0048346
113.        3.3         0.104527    0.00452991
113.        3.5         0.0787797   0.00401044
113.        3.7         0.079506    0.00415019
113.        3.9         0.0696389   0.00393432
113.        4.1         0.0558517   0.00354387
113.        4.3         0.0441603   0.00324662
113.        4.5         0.0444053   0.00331282
113.        4.7         0.0334785   0.00289559
113.        4.9         0.0305514   0.00281977
113.        5.1         0.027705    0.00272715
113.        5.3         0.0214873   0.00244058
113.        5.5         0.019922    0.00237958
113.        5.7         0.0177114   0.00227216
113.        5.9         0.0133021   0.00202223
113.        6.1         0.0109991   0.00186997
113.        6.3         0.0106636   0.00187567
113.        6.5         0.00597955  0.00140045
113.        6.7         0.00802886  0.00169989
113.        6.9         0.00663508  0.00155974
113.        7.1         0.00514292  0.00135712
113.        7.3         0.00724612  0.00160951
113.        7.5         0.00432318  0.00127669
113.        7.7         0.00367999  0.00118755
113.        7.9         0.00180667  0.000847455
113.        8.1         0.00341487  0.00123409
113.        8.3         0.00141274  0.000821989
