MASS        E           DATA        ERR-S
125.        1.7         0.335774    0.0301063
125.        1.9         0.31741     0.0301267
125.        2.1         0.271081    0.0280918
125.        2.3         0.288452    0.029581
125.        2.5         0.241518    0.027547
125.        2.7         0.207904    0.0256601
125.        2.9         0.190027    0.0253133
125.        3.1         0.199703    0.026375
125.        3.3         0.128486    0.0219663
125.        3.5         0.142166    0.0230632
125.        3.7         0.160848    0.0256631
125.        3.9         0.0943341   0.0208688
125.        4.1         0.106741    0.0215607
125.        4.3         0.0785629   0.0186577
125.        4.5         0.0658405   0.0176301
125.        4.7         0.0519597   0.0157539
125.        4.9         0.0442571   0.014919
125.        5.1         0.0405654   0.0142522
125.        5.3         0.0490639   0.016235
125.        5.5         0.0610129   0.0180621
125.        5.7         0.0420238   0.0152393
125.        5.9         0.0319157   0.0135743
125.        6.1         0.          0.
125.        6.3         0.          0.
125.        6.5         0.0397564   0.016491
125.        6.7         0.          0.
125.        6.9         0.          0.
125.        7.1         0.          0.
125.        7.3         0.0319791   0.0147806
125.        7.5         0.0247298   0.0143102
125.        7.7         0.          0.
125.        7.9         0.          0.
125.        8.1         0.          0.
125.        8.3         0.0290315   0.0147861
125.        8.5         0.          0.
125.        8.7         0.          0.
125.        8.9         0.          0.
125.        9.1         0.          0.
125.        9.3         0.          0.
125.        9.5         0.          0.
125.        9.7         0.          0.
125.        9.9         0.          0.
125.        10.1        0.          0.
125.        10.3        0.          0.
125.        10.5        0.          0.
125.        10.7        0.          0.
125.        10.9        0.          0.
125.        11.1        0.          0.
125.        11.3        0.          0.
125.        11.5        0.          0.
125.        11.7        0.          0.
125.        11.9        0.          0.
125.        12.1        0.          0.
125.        12.3        0.          0.
125.        12.5        0.          0.
125.        12.7        0.          0.
125.        12.9        0.          0.
125.        13.1        0.          0.
125.        13.3        0.          0.
125.        13.5        0.          0.
125.        13.7        0.          0.
125.        13.9        0.          0.
125.        14.1        0.          0.
125.        14.3        0.          0.
125.        14.5        0.          0.
125.        14.7        0.          0.
125.        14.9        0.          0.
126.        0.1         0.230626    0.0405462
126.        0.3         0.466953    0.0410601
126.        0.5         0.557295    0.0410492
126.        0.7         0.506696    0.0384358
126.        0.9         0.545469    0.0402277
126.        1.1         0.462647    0.0375239
126.        1.3         0.490014    0.0389575
126.        1.5         0.465359    0.0385424
126.        1.7         0.390033    0.0362786
126.        1.9         0.361892    0.0355108
126.        2.1         0.295222    0.0327501
126.        2.3         0.296185    0.0330986
126.        2.5         0.25001     0.0311657
126.        2.7         0.194054    0.027948
126.        2.9         0.199403    0.0294892
126.        3.1         0.181341    0.0283987
126.        3.3         0.120603    0.0239323
126.        3.5         0.14499     0.0260293
126.        3.7         0.104421    0.0230761
126.        3.9         0.111883    0.0239393
126.        4.1         0.134614    0.0271
126.        4.3         0.110128    0.0250136
126.        4.5         0.106773    0.0248233
126.        4.7         0.0126308   0.00835413
126.        4.9         0.060847    0.0190362
126.        5.1         0.0321237   0.0139976
126.        5.3         0.0616738   0.020154
126.        5.5         0.0339618   0.0157766
126.        5.7         0.0162467   0.00962722
126.        5.9         0.          0.
126.        6.1         0.0527871   0.0188296
126.        6.3         0.0219507   0.0132325
126.        6.5         0.          0.
126.        6.7         0.          0.
126.        6.9         0.          0.
126.        7.1         0.          0.
126.        7.3         0.          0.
126.        7.5         0.          0.
126.        7.7         0.          0.
126.        7.9         0.          0.
126.        8.1         0.          0.
126.        8.3         0.          0.
126.        8.5         0.          0.
126.        8.7         0.          0.
126.        8.9         0.          0.
126.        9.1         0.          0.
126.        9.3         0.          0.
126.        9.5         0.          0.
126.        9.7         0.          0.
126.        9.9         0.          0.
126.        10.1        0.          0.
126.        10.3        0.          0.
126.        10.5        0.          0.
126.        10.7        0.          0.
126.        10.9        0.          0.
126.        11.1        0.          0.
126.        11.3        0.          0.
126.        11.5        0.          0.
126.        11.7        0.          0.
126.        11.9        0.          0.
126.        12.1        0.          0.
126.        12.3        0.          0.
126.        12.5        0.          0.
126.        12.7        0.          0.
126.        12.9        0.          0.
126.        13.1        0.          0.
126.        13.3        0.          0.
126.        13.5        0.          0.
126.        13.7        0.          0.
126.        13.9        0.          0.
126.        14.1        0.          0.
126.        14.3        0.          0.
126.        14.5        0.          0.
126.        14.7        0.          0.
126.        14.9        0.          0.
127.        0.1         0.286194    0.0438852
127.        0.3         0.491459    0.0424315
127.        0.5         0.477269    0.0392613
127.        0.7         0.561368    0.0413925
127.        0.9         0.550332    0.0412701
127.        1.1         0.498014    0.0397957
127.        1.3         0.492574    0.0403541
127.        1.5         0.414665    0.0380638
127.        1.7         0.364753    0.0362531
127.        1.9         0.329874    0.0346159
127.        2.1         0.302562    0.0336948
127.        2.3         0.335442    0.0363691
127.        2.5         0.25741     0.0322412
127.        2.7         0.228803    0.031437
127.        2.9         0.187357    0.0294579
127.        3.1         0.235307    0.0326372
127.        3.3         0.122255    0.0244498
127.        3.5         0.155345    0.0283437
127.        3.7         0.135032    0.0265347
127.        3.9         0.0832901   0.0203815
127.        4.1         0.0592774   0.018239
127.        4.3         0.0637387   0.0192308
127.        4.5         0.0766079   0.0220387
127.        4.7         0.0484609   0.0167116
127.        4.9         0.0311534   0.0142032
127.        5.1         0.0379495   0.0157906
127.        5.3         0.0439165   0.0172933
127.        5.5         0.0194601   0.0117622
127.        5.7         0.0398076   0.0170862
127.        5.9         0.0261719   0.013418
127.        6.1         0.          0.
127.        6.3         0.0223597   0.0134338
127.        6.5         0.0577862   0.0220649
127.        6.7         0.0221901   0.0130215
127.        6.9         0.          0.
127.        7.1         0.          0.
127.        7.3         0.          0.
127.        7.5         0.0325848   0.018992
127.        7.7         0.          0.
127.        7.9         0.          0.
127.        8.1         0.          0.
127.        8.3         0.0267662   0.0155721
127.        8.5         0.          0.
127.        8.7         0.          0.
127.        8.9         0.          0.
127.        9.1         0.          0.
127.        9.3         0.          0.
127.        9.5         0.          0.
127.        9.7         0.          0.
127.        9.9         0.          0.
127.        10.1        0.          0.
127.        10.3        0.          0.
127.        10.5        0.          0.
127.        10.7        0.          0.
127.        10.9        0.          0.
127.        11.1        0.          0.
127.        11.3        0.          0.
127.        11.5        0.          0.
127.        11.7        0.          0.
127.        11.9        0.          0.
127.        12.1        0.          0.
127.        12.3        0.          0.
127.        12.5        0.          0.
127.        12.7        0.          0.
127.        12.9        0.          0.
127.        13.1        0.          0.
127.        13.3        0.          0.
127.        13.5        0.          0.
127.        13.7        0.          0.
127.        13.9        0.          0.
127.        14.1        0.          0.
127.        14.3        0.          0.
127.        14.5        0.          0.
127.        14.7        0.          0.
127.        14.9        0.          0.
128.        0.1         0.226098    0.0432357
128.        0.3         0.488095    0.0468483
128.        0.5         0.534377    0.0422368
128.        0.7         0.620029    0.0446145
128.        0.9         0.568543    0.0430047
128.        1.1         0.487947    0.0409957
128.        1.3         0.536744    0.0432005
128.        1.5         0.437662    0.0397071
128.        1.7         0.33724     0.0356782
128.        1.9         0.418036    0.0405368
128.        2.1         0.306784    0.0357726
128.        2.3         0.252386    0.0327543
128.        2.5         0.249815    0.0331354
128.        2.7         0.203113    0.0302817
128.        2.9         0.170668    0.029031
128.        3.1         0.167703    0.0286396
128.        3.3         0.14104     0.0266449
128.        3.5         0.154739    0.0299348
128.        3.7         0.127392    0.0262193
128.        3.9         0.0789292   0.0211849
128.        4.1         0.125388    0.0276807
128.        4.3         0.0364447   0.0146446
128.        4.5         0.0805047   0.0231263
128.        4.7         0.0597983   0.0206019
128.        4.9         0.0413795   0.0174886
128.        5.1         0.0388936   0.0165277
128.        5.3         0.0397739   0.016808
128.        5.5         0.0384816   0.0178719
128.        5.7         0.          0.
128.        5.9         0.          0.
128.        6.1         0.          0.
128.        6.3         0.          0.
128.        6.5         0.0373071   0.0187321
128.        6.7         0.0339975   0.0173361
128.        6.9         0.          0.
128.        7.1         0.          0.
128.        7.3         0.          0.
128.        7.5         0.          0.
128.        7.7         0.          0.
128.        7.9         0.          0.
128.        8.1         0.          0.
128.        8.3         0.          0.
128.        8.5         0.          0.
128.        8.7         0.          0.
128.        8.9         0.          0.
128.        9.1         0.          0.
128.        9.3         0.          0.
128.        9.5         0.          0.
128.        9.7         0.          0.
128.        9.9         0.          0.
128.        10.1        0.          0.
128.        10.3        0.          0.
128.        10.5        0.          0.
128.        10.7        0.          0.
128.        10.9        0.          0.
128.        11.1        0.          0.
128.        11.3        0.          0.
128.        11.5        0.          0.
128.        11.7        0.          0.
128.        11.9        0.          0.
128.        12.1        0.          0.
128.        12.3        0.          0.
128.        12.5        0.          0.
128.        12.7        0.          0.
128.        12.9        0.          0.
128.        13.1        0.          0.
128.        13.3        0.          0.
128.        13.5        0.          0.
128.        13.7        0.          0.
128.        13.9        0.          0.
128.        14.1        0.          0.
128.        14.3        0.          0.
128.        14.5        0.          0.
128.        14.7        0.          0.
128.        14.9        0.          0.
129.        0.1         0.38319     0.0538552
129.        0.3         0.486198    0.0415563
129.        0.5         0.53791     0.0398436
129.        0.7         0.58125     0.0407194
129.        0.9         0.564862    0.0403569
129.        1.1         0.460318    0.0371786
129.        1.3         0.517591    0.0399211
129.        1.5         0.462091    0.0382077
129.        1.7         0.411808    0.0370584
129.        1.9         0.37371     0.0362442
129.        2.1         0.311368    0.0337398
129.        2.3         0.27775     0.0325774
129.        2.5         0.252252    0.0312003
129.        2.7         0.177252    0.0269654
129.        2.9         0.147446    0.0247719
129.        3.1         0.160403    0.0269718
129.        3.3         0.138207    0.0257335
129.        3.5         0.138201    0.025486
129.        3.7         0.0802597   0.0204814
129.        3.9         0.0834875   0.0205904
129.        4.1         0.0713598   0.0197178
129.        4.3         0.0913141   0.0220767
129.        4.5         0.0720312   0.020632
129.        4.7         0.0330345   0.013969
129.        4.9         0.0443428   0.0160604
129.        5.1         0.0398085   0.0154414
129.        5.3         0.0197113   0.0119732
129.        5.5         0.0317065   0.0147423
129.        5.7         0.019427    0.0117317
129.        5.9         0.0257229   0.0131911
129.        6.1         0.0248798   0.0147017
129.        6.3         0.0321599   0.016391
129.        6.5         0.0239215   0.0139091
129.        6.7         0.0220612   0.0129993
129.        6.9         0.0388533   0.0174636
129.        7.1         0.          0.
129.        7.3         0.          0.
129.        7.5         0.          0.
129.        7.7         0.          0.
129.        7.9         0.          0.
129.        8.1         0.          0.
129.        8.3         0.          0.
129.        8.5         0.          0.
129.        8.7         0.          0.
129.        8.9         0.          0.
129.        9.1         0.          0.
129.        9.3         0.          0.
129.        9.5         0.          0.
129.        9.7         0.          0.
129.        9.9         0.          0.
129.        10.1        0.          0.
129.        10.3        0.          0.
129.        10.5        0.          0.
129.        10.7        0.          0.
129.        10.9        0.          0.
129.        11.1        0.          0.
129.        11.3        0.          0.
129.        11.5        0.          0.
129.        11.7        0.          0.
129.        11.9        0.          0.
129.        12.1        0.          0.
129.        12.3        0.          0.
129.        12.5        0.          0.
129.        12.7        0.          0.
129.        12.9        0.          0.
129.        13.1        0.          0.
129.        13.3        0.          0.
129.        13.5        0.          0.
129.        13.7        0.          0.
129.        13.9        0.          0.
129.        14.1        0.          0.
129.        14.3        0.          0.
129.        14.5        0.          0.
129.        14.7        0.          0.
129.        14.9        0.          0.
130.        0.1         0.349389    0.0422623
130.        0.3         0.523819    0.0369854
130.        0.5         0.590515    0.0348743
130.        0.7         0.578187    0.0340506
130.        0.9         0.56692     0.0341112
130.        1.1         0.489543    0.031964
130.        1.3         0.521757    0.0336591
130.        1.5         0.451281    0.0319871
130.        1.7         0.388394    0.0300344
130.        1.9         0.314219    0.0278928
130.        2.1         0.300192    0.0277309
130.        2.3         0.259958    0.0263556
130.        2.5         0.26649     0.0269172
130.        2.7         0.236387    0.0260177
130.        2.9         0.181894    0.0235627
130.        3.1         0.142624    0.021017
130.        3.3         0.124315    0.0198879
130.        3.5         0.132678    0.0212005
130.        3.7         0.112285    0.019454
130.        3.9         0.0801808   0.0169057
130.        4.1         0.0888599   0.0183104
130.        4.3         0.0721631   0.0169485
130.        4.5         0.0438823   0.0131649
130.        4.7         0.0314037   0.0115091
130.        4.9         0.0373095   0.0126788
130.        5.1         0.0331386   0.0127494
130.        5.3         0.0260913   0.0108708
130.        5.5         0.018388    0.00954831
130.        5.7         0.          0.
130.        5.9         0.0241292   0.0111684
130.        6.1         0.0143765   0.0085379
130.        6.3         0.          0.
130.        6.5         0.          0.
130.        6.7         0.          0.
130.        6.9         0.          0.
130.        7.1         0.          0.
130.        7.3         0.          0.
130.        7.5         0.          0.
130.        7.7         0.          0.
130.        7.9         0.          0.
130.        8.1         0.          0.
130.        8.3         0.          0.
130.        8.5         0.          0.
130.        8.7         0.          0.
130.        8.9         0.          0.
130.        9.1         0.          0.
130.        9.3         0.          0.
130.        9.5         0.          0.
130.        9.7         0.          0.
130.        9.9         0.          0.
130.        10.1        0.          0.
130.        10.3        0.          0.
130.        10.5        0.          0.
130.        10.7        0.          0.
130.        10.9        0.          0.
130.        11.1        0.          0.
130.        11.3        0.          0.
130.        11.5        0.          0.
130.        11.7        0.          0.
130.        11.9        0.          0.
130.        12.1        0.          0.
130.        12.3        0.          0.
130.        12.5        0.          0.
130.        12.7        0.          0.
130.        12.9        0.          0.
130.        13.1        0.          0.
130.        13.3        0.          0.
130.        13.5        0.          0.
130.        13.7        0.          0.
130.        13.9        0.          0.
130.        14.1        0.          0.
130.        14.3        0.          0.
130.        14.5        0.          0.
130.        14.7        0.          0.
130.        14.9        0.          0.
131.        0.1         0.38836     0.0388598
131.        0.3         0.568665    0.0316355
131.        0.5         0.589675    0.0286412
131.        0.7         0.639094    0.0294431
131.        0.9         0.561026    0.0278235
131.        1.1         0.49487     0.0265187
131.        1.3         0.432725    0.025216
131.        1.5         0.406205    0.02502
131.        1.7         0.413867    0.025597
131.        1.9         0.33027     0.0234229
131.        2.1         0.261614    0.0213672
131.        2.3         0.271439    0.0221121
131.        2.5         0.229371    0.0206814
131.        2.7         0.231015    0.0212906
131.        2.9         0.230746    0.0215928
131.        3.1         0.174052    0.0193967
131.        3.3         0.169293    0.0190808
131.        3.5         0.126828    0.0171302
131.        3.7         0.0945264   0.0149363
131.        3.9         0.0568947   0.0114233
131.        4.1         0.0643615   0.0131326
131.        4.3         0.0594516   0.0127469
131.        4.5         0.0229726   0.00840251
131.        4.7         0.0454966   0.010855
131.        4.9         0.0179095   0.00755846
131.        5.1         0.0193824   0.00765664
131.        5.3         0.0325663   0.010462
131.        5.5         0.0182494   0.00764459
131.        5.7         0.          0.
131.        5.9         0.          0.
131.        6.1         0.          0.
131.        6.3         0.          0.
131.        6.5         0.          0.
131.        6.7         0.0170794   0.0076982
131.        6.9         0.          0.
131.        7.1         0.          0.
131.        7.3         0.          0.
131.        7.5         0.          0.
131.        7.7         0.          0.
131.        7.9         0.0142078   0.00822481
131.        8.1         0.          0.
131.        8.3         0.          0.
131.        8.5         0.          0.
131.        8.7         0.          0.
131.        8.9         0.          0.
131.        9.1         0.          0.
131.        9.3         0.          0.
131.        9.5         0.          0.
131.        9.7         0.          0.
131.        9.9         0.          0.
131.        10.1        0.          0.
131.        10.3        0.          0.
131.        10.5        0.          0.
131.        10.7        0.          0.
131.        10.9        0.          0.
131.        11.1        0.          0.
131.        11.3        0.          0.
131.        11.5        0.          0.
131.        11.7        0.          0.
131.        11.9        0.          0.
131.        12.1        0.          0.
131.        12.3        0.          0.
131.        12.5        0.          0.
131.        12.7        0.          0.
131.        12.9        0.          0.
131.        13.1        0.          0.
131.        13.3        0.          0.
131.        13.5        0.          0.
131.        13.7        0.          0.
131.        13.9        0.          0.
131.        14.1        0.          0.
131.        14.3        0.          0.
131.        14.5        0.          0.
131.        14.7        0.          0.
131.        14.9        0.          0.
132.        0.1         0.386225    0.0310002
132.        0.3         0.561505    0.0254002
132.        0.5         0.584183    0.0231727
132.        0.7         0.518502    0.0214672
132.        0.9         0.555192    0.0224147
132.        1.1         0.570327    0.0230855
132.        1.3         0.480946    0.0216234
132.        1.5         0.461829    0.0216568
132.        1.7         0.413045    0.0207375
132.        1.9         0.390143    0.0206475
132.        2.1         0.289802    0.0180191
132.        2.3         0.295707    0.0187339
132.        2.5         0.220885    0.016536
132.        2.7         0.21221     0.0165057
132.        2.9         0.191373    0.0158449
132.        3.1         0.16259     0.0149878
132.        3.3         0.114908    0.0130358
132.        3.5         0.097449    0.0120106
132.        3.7         0.0948611   0.0123005
132.        3.9         0.0764637   0.0112996
132.        4.1         0.0483836   0.00910428
132.        4.3         0.0496036   0.00942497
132.        4.5         0.0362321   0.00835163
132.        4.7         0.0247321   0.00680046
132.        4.9         0.0281697   0.00743298
132.        5.1         0.0310026   0.00763831
132.        5.3         0.0202143   0.00655382
132.        5.5         0.0110394   0.00463259
132.        5.7         0.0222714   0.00681792
132.        5.9         0.00963397  0.00495293
132.        6.1         0.018209    0.00658539
132.        6.3         0.00652971  0.00380335
132.        6.5         0.          0.
132.        6.7         0.          0.
132.        6.9         0.00678003  0.00403165
132.        7.1         0.          0.
132.        7.3         0.00717357  0.00415112
132.        7.5         0.          0.
132.        7.7         0.          0.
132.        7.9         0.          0.
132.        8.1         0.00943424  0.0054847
132.        8.3         0.          0.
132.        8.5         0.          0.
132.        8.7         0.          0.
132.        8.9         0.          0.
132.        9.1         0.          0.
132.        9.3         0.          0.
132.        9.5         0.          0.
132.        9.7         0.          0.
132.        9.9         0.          0.
132.        10.1        0.          0.
132.        10.3        0.          0.
132.        10.5        0.          0.
132.        10.7        0.          0.
132.        10.9        0.          0.
132.        11.1        0.          0.
132.        11.3        0.          0.
132.        11.5        0.          0.
132.        11.7        0.          0.
132.        11.9        0.          0.
132.        12.1        0.          0.
132.        12.3        0.          0.
132.        12.5        0.          0.
132.        12.7        0.          0.
132.        12.9        0.          0.
132.        13.1        0.          0.
132.        13.3        0.          0.
132.        13.5        0.          0.
132.        13.7        0.          0.
132.        13.9        0.          0.
132.        14.1        0.          0.
132.        14.3        0.          0.
132.        14.5        0.          0.
132.        14.7        0.          0.
132.        14.9        0.          0.
133.        0.1         0.319989    0.0223318
133.        0.3         0.552528    0.02067
133.        0.5         0.581241    0.0188754
133.        0.7         0.581903    0.0186387
133.        0.9         0.568671    0.0185442
133.        1.1         0.532242    0.0182582
133.        1.3         0.46463     0.0173545
133.        1.5         0.448162    0.0174039
133.        1.7         0.418257    0.0172211
133.        1.9         0.331424    0.015602
133.        2.1         0.33455     0.0159024
133.        2.3         0.277483    0.0148432
133.        2.5         0.249361    0.0143086
133.        2.7         0.222372    0.0137802
133.        2.9         0.197339    0.013438
133.        3.1         0.17842     0.0128734
133.        3.3         0.120966    0.0108724
133.        3.5         0.117897    0.0110988
133.        3.7         0.0819223   0.00933915
133.        3.9         0.0791987   0.00942308
133.        4.1         0.0682212   0.00876771
133.        4.3         0.0495364   0.00774032
133.        4.5         0.0385524   0.00703678
133.        4.7         0.040973    0.00741781
133.        4.9         0.0170791   0.00463441
133.        5.1         0.0239929   0.00560139
133.        5.3         0.0206322   0.00539909
133.        5.5         0.0214474   0.00563304
133.        5.7         0.0099821   0.00383526
133.        5.9         0.0100984   0.00384833
133.        6.1         0.00893479  0.00372439
133.        6.3         0.          0.
133.        6.5         0.00585793  0.00297867
133.        6.7         0.00658604  0.00344217
133.        6.9         0.00729089  0.00369679
133.        7.1         0.          0.
133.        7.3         0.00488948  0.00283579
133.        7.5         0.          0.
133.        7.7         0.          0.
133.        7.9         0.          0.
133.        8.1         0.          0.
133.        8.3         0.          0.
133.        8.5         0.          0.
133.        8.7         0.          0.
133.        8.9         0.00673883  0.00397746
133.        9.1         0.          0.
133.        9.3         0.          0.
133.        9.5         0.          0.
133.        9.7         0.          0.
133.        9.9         0.          0.
133.        10.1        0.          0.
133.        10.3        0.          0.
133.        10.5        0.          0.
133.        10.7        0.          0.
133.        10.9        0.          0.
133.        11.1        0.          0.
133.        11.3        0.          0.
133.        11.5        0.          0.
133.        11.7        0.          0.
133.        11.9        0.          0.
133.        12.1        0.          0.
133.        12.3        0.          0.
133.        12.5        0.          0.
133.        12.7        0.          0.
133.        12.9        0.          0.
133.        13.1        0.          0.
133.        13.3        0.          0.
133.        13.5        0.          0.
133.        13.7        0.          0.
133.        13.9        0.          0.
133.        14.1        0.          0.
133.        14.3        0.          0.
133.        14.5        0.          0.
133.        14.7        0.          0.
133.        14.9        0.          0.
134.        0.1         0.288788    0.0180403
134.        0.3         0.565295    0.0180785
134.        0.5         0.583949    0.0159557
134.        0.7         0.581666    0.0156736
134.        0.9         0.557294    0.0154738
134.        1.1         0.545811    0.0155837
134.        1.3         0.509916    0.0153975
134.        1.5         0.447186    0.0146838
134.        1.7         0.395842    0.0141318
134.        1.9         0.368802    0.013881
134.        2.1         0.316176    0.0131462
134.        2.3         0.280766    0.0126012
134.        2.5         0.2437      0.0118863
134.        2.7         0.204212    0.0112357
134.        2.9         0.197446    0.0112774
134.        3.1         0.168932    0.0106388
134.        3.3         0.131018    0.00959886
134.        3.5         0.12052     0.00934624
134.        3.7         0.0902626   0.0081277
134.        3.9         0.0826563   0.00800831
134.        4.1         0.0570196   0.00680883
134.        4.3         0.0588979   0.00702636
134.        4.5         0.044821    0.0063328
134.        4.7         0.0276704   0.0051581
134.        4.9         0.0147766   0.00366824
134.        5.1         0.0240346   0.00484828
134.        5.3         0.0149065   0.00379688
134.        5.5         0.0126027   0.00362383
134.        5.7         0.00949015  0.00307128
134.        5.9         0.00558413  0.0023103
134.        6.1         0.012081    0.00368905
134.        6.3         0.00588183  0.00265882
134.        6.5         0.          0.
134.        6.7         0.          0.
134.        6.9         0.          0.
134.        7.1         0.          0.
134.        7.3         0.00370891  0.00222653
134.        7.5         0.00347532  0.00200749
134.        7.7         0.          0.
134.        7.9         0.          0.
134.        8.1         0.          0.
134.        8.3         0.          0.
134.        8.5         0.00524252  0.00307484
134.        8.7         0.          0.
134.        8.9         0.00498653  0.00290432
134.        9.1         0.          0.
134.        9.3         0.          0.
134.        9.5         0.          0.
134.        9.7         0.          0.
134.        9.9         0.          0.
134.        10.1        0.          0.
134.        10.3        0.          0.
134.        10.5        0.          0.
134.        10.7        0.          0.
134.        10.9        0.          0.
134.        11.1        0.          0.
134.        11.3        0.          0.
134.        11.5        0.          0.
134.        11.7        0.          0.
134.        11.9        0.          0.
134.        12.1        0.          0.
134.        12.3        0.          0.
134.        12.5        0.          0.
134.        12.7        0.          0.
134.        12.9        0.          0.
134.        13.1        0.          0.
134.        13.3        0.          0.
134.        13.5        0.          0.
134.        13.7        0.          0.
134.        13.9        0.          0.
134.        14.1        0.          0.
134.        14.3        0.          0.
134.        14.5        0.          0.
134.        14.7        0.          0.
134.        14.9        0.          0.
135.        0.1         0.275171    0.015328
135.        0.3         0.556038    0.0155536
135.        0.5         0.596535    0.0140568
135.        0.7         0.635033    0.0142358
135.        0.9         0.571593    0.0136574
135.        1.1         0.547585    0.0135625
135.        1.3         0.514268    0.0133734
135.        1.5         0.459526    0.0129237
135.        1.7         0.402661    0.0123397
135.        1.9         0.368586    0.0120655
135.        2.1         0.328189    0.0116692
135.        2.3         0.293059    0.0111932
135.        2.5         0.255901    0.0106704
135.        2.7         0.217206    0.0101055
135.        2.9         0.171218    0.00905757
135.        3.1         0.129393    0.00808062
135.        3.3         0.123014    0.0080234
135.        3.5         0.107057    0.00767166
135.        3.7         0.0827231   0.00693016
135.        3.9         0.065641    0.00625322
135.        4.1         0.0519442   0.00564599
135.        4.3         0.0550141   0.00589864
135.        4.5         0.0322936   0.00455262
135.        4.7         0.0327939   0.00472988
135.        4.9         0.0217444   0.00393893
135.        5.1         0.0201554   0.0038243
135.        5.3         0.0121423   0.00301789
135.        5.5         0.0122948   0.00297033
135.        5.7         0.00866281  0.00256362
135.        5.9         0.00971552  0.00285073
135.        6.1         0.0059128   0.00231831
135.        6.3         0.00289851  0.00148634
135.        6.5         0.00236576  0.00140096
135.        6.7         0.00493223  0.00204575
135.        6.9         0.00245243  0.00141863
135.        7.1         0.00379779  0.0019106
135.        7.3         0.          0.
135.        7.5         0.          0.
135.        7.7         0.          0.
135.        7.9         0.          0.
135.        8.1         0.          0.
135.        8.3         0.          0.
135.        8.5         0.          0.
135.        8.7         0.          0.
135.        8.9         0.          0.
135.        9.1         0.          0.
135.        9.3         0.          0.
135.        9.5         0.          0.
135.        9.7         0.          0.
135.        9.9         0.          0.
135.        10.1        0.          0.
135.        10.3        0.          0.
135.        10.5        0.          0.
135.        10.7        0.          0.
135.        10.9        0.          0.
135.        11.1        0.          0.
135.        11.3        0.          0.
135.        11.5        0.          0.
135.        11.7        0.          0.
135.        11.9        0.          0.
135.        12.1        0.          0.
135.        12.3        0.          0.
135.        12.5        0.          0.
135.        12.7        0.          0.
135.        12.9        0.          0.
135.        13.1        0.          0.
135.        13.3        0.          0.
135.        13.5        0.          0.
135.        13.7        0.          0.
135.        13.9        0.          0.
135.        14.1        0.          0.
135.        14.3        0.          0.
135.        14.5        0.          0.
135.        14.7        0.          0.
135.        14.9        0.          0.
136.        0.1         0.277136    0.0138264
136.        0.3         0.552699    0.0141504
136.        0.5         0.62763     0.0130667
136.        0.7         0.639388    0.0129044
136.        0.9         0.592253    0.0125301
136.        1.1         0.586278    0.0126393
136.        1.3         0.522841    0.0121742
136.        1.5         0.469154    0.0117882
136.        1.7         0.404661    0.0111348
136.        1.9         0.346358    0.0105324
136.        2.1         0.32461     0.0104328
136.        2.3         0.272214    0.0097382
136.        2.5         0.238196    0.00931831
136.        2.7         0.195095    0.00861632
136.        2.9         0.181479    0.00842599
136.        3.1         0.14047     0.00756194
136.        3.3         0.116614    0.00703379
136.        3.5         0.0826994   0.00609527
136.        3.7         0.077896    0.00604771
136.        3.9         0.066199    0.00564842
136.        4.1         0.0446533   0.00469358
136.        4.3         0.0528343   0.00519065
136.        4.5         0.0368545   0.00445871
136.        4.7         0.0251873   0.00370379
136.        4.9         0.0216527   0.00348546
136.        5.1         0.0209361   0.00352157
136.        5.3         0.015963    0.00318731
136.        5.5         0.00760359  0.00217054
136.        5.7         0.00733868  0.00208807
136.        5.9         0.00747935  0.00230173
136.        6.1         0.00521     0.00189072
136.        6.3         0.00476205  0.00181251
136.        6.5         0.          0.
136.        6.7         0.00365846  0.00166295
136.        6.9         0.          0.
136.        7.1         0.          0.
136.        7.3         0.00277433  0.00140498
136.        7.5         0.          0.
136.        7.7         0.          0.
136.        7.9         0.          0.
136.        8.1         0.00362028  0.00185959
136.        8.3         0.          0.
136.        8.5         0.00262846  0.00154822
136.        8.7         0.          0.
136.        8.9         0.          0.
136.        9.1         0.          0.
136.        9.3         0.          0.
136.        9.5         0.          0.
136.        9.7         0.          0.
136.        9.9         0.          0.
136.        10.1        0.          0.
136.        10.3        0.          0.
136.        10.5        0.          0.
136.        10.7        0.          0.
136.        10.9        0.          0.
136.        11.1        0.          0.
136.        11.3        0.          0.
136.        11.5        0.          0.
136.        11.7        0.          0.
136.        11.9        0.          0.
136.        12.1        0.          0.
136.        12.3        0.          0.
136.        12.5        0.          0.
136.        12.7        0.          0.
136.        12.9        0.          0.
136.        13.1        0.          0.
136.        13.3        0.          0.
136.        13.5        0.          0.
136.        13.7        0.          0.
136.        13.9        0.          0.
136.        14.1        0.          0.
136.        14.3        0.          0.
136.        14.5        0.          0.
136.        14.7        0.          0.
136.        14.9        0.          0.
137.        0.1         0.293759    0.0135471
137.        0.3         0.594327    0.0137201
137.        0.5         0.637739    0.0121695
137.        0.7         0.66022     0.0120743
137.        0.9         0.633422    0.0118895
137.        1.1         0.5651      0.0114293
137.        1.3         0.530488    0.0112709
137.        1.5         0.461692    0.0107376
137.        1.7         0.407649    0.0102918
137.        1.9         0.34873     0.00971623
137.        2.1         0.303881    0.00927957
137.        2.3         0.267882    0.00887302
137.        2.5         0.2308      0.00836545
137.        2.7         0.172157    0.00739119
137.        2.9         0.154102    0.00715212
